date,number,remaining,brewer,name,colour,brewer_location,alcohol_by_volume,ibu,specific_style,specific_style_colour,general_style,general_style_colour,description,price,is_currently_available,date
2025-05-24T03:04:40.208891-07:00,23,97,Parallel 49 Brewing Company,Filthy Dirty West Coast IPA,#F0A830,"East Vancouver, British Columbia",7.2,66,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00," A west coast IPA with a ton of hop flavour and aroma.
 Subtle sweet malt flavour backs up the huge amount of orange,
 grapefruit, pine and floral aromas this beer expels.",8.25,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,56,24,Parallel 49 Brewing Company,Ginja Turtles Sour,#e9b567,"East Vancouver, British Columbia",4.8,7,Sour Ale,#903018,Lambics and Sours,#FF0000,An easy-drinking sour ale. The refreshing aroma of lime and ginger along with the light tingling ginger spiciness. Moderately high clean sourness. Tastes like ginger limeade.,8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,18,17,Parallel 49 Brewing Company,Golden Faucet,#a76f06,"East Vancouver, British Columbia",4.2,30,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"A best bitter (English pale ale) brewed to showcase our favorite English malt, Golden Promise from Thomas Fawcett & Sons. Crackery and grainy, light yet rich flavourful malt from the Golden Promise. Delicate candy-like mouthfeel from invert sugar from UK.  Firm bitterness. A hint of apricot and dark dried fruits from an ale yeast strain from West Yorkshire.",8.25,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,13,68,Parallel 49 Brewing Company,Just Chillin',#d29626,"East Vancouver, British Columbia",4.8,23,Seasonal,#F06000,Seasonal Taps,#F06000,"A characterful yet easy-drinking rustic table saison. Fragrant fruity aroma of apricot, pear, bergamot, and light peppery spice notes from an authentic Belgian yeast. Very high carbonation makes it light and refreshing.",8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,49,49,Parallel 49 Brewing Company,Limitless GF Lager,#ecaa3c,"East Vancouver, British Columbia",5.0,18,Cider,#F0F0C0,Ciders And Gluten Free,#F0F0C0,A gluten-free lager brewed without using gluten-containing ingredients. Delicate herbal and spicy German Perle hop character.,8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,5,84,Parallel 49 Brewing Company,N2 Craft Stout,#000000,"East Vancouver, British Columbia",4.6,28,Stout,#001818,Stouts and Porters,#001818,A dry Caribbean style stout with rich coffee and chocolate notes. Beautiful cascade and smooth velvety mouthfeel from the nitro.,8.25,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,22,12,Parallel 49 Brewing Company,Old Boy Classic Ale,#301800,"East Vancouver, British Columbia",5.0,40,Brown Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"Rich malt flavours of caramel, toffee and light chocolate. This ale is an ode to the pub beers of England. Well balanced flavours of malts and hops make this beer a classic.",8.25,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,46,55,Parallel 49 Brewing Company,Pink Power Sour,#fd6d4d,"East Vancouver, British Columbia",5.1,5,Sour Ale,#903018,Lambics and Sours,#FF0000,"Vibrant and empowering Tropical Hibiscus POG(passionfruit, orange, guava).",8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,24,62,Parallel 49 Brewing Company,Space Kitty,#F09000,"East Vancouver, British Columbia",5.0,40,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"Hoppy, sessionable juicy IPA. Hop aroma of pineappple, mango, peach, pear, and lime from Mosaic, Amarillo and Citra Cryo dryhop. Light crisp grainy malt flavour. Light ceamy mouthfeel from oats and wheat. Quite hazy but not too thick. Great combination of juicy, hoppy, and sessionable.
",8.25,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,15,29,Parallel 49 Brewing Company,Superdelic Time Machine,#eaa118,"East Vancouver, British Columbia",6.4,39,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"This heavily dryhopped hazy IPA showcases a new hop variety from New Zealand, Superdelic. We combined it with a yeast strain that enhances fruity thiol production with mash-hopping. High in passionfruit, mango, lime, gooseberry, sweet candy, and berry aroma. ",8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,9,37,Parallel 49 Brewing Company,The Red Light Sting,#cf4a1f,"East Vancouver, British Columbia",6.0,40,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"A dry, easy-drinking red IPA. Hop characters of lime, pine, kiwi, gooseberry, and spice. Kight grainy malt with a hint of bread, raisin, and roast complexity. Moderate bitterness with dry finish with evergreen aftertaste.
",8.25,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,25,77,Parallel 49 Brewing Company,Trash Panda Northeast Hazy IPA,#F09000,"East Vancouver, British Columbia",5.5,37,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"Trash Panda uses huge amounts of dry hopping, giving this beer complex notes of melon, tropical fruit and pear. Its hop and malt varieties leave a visible haziness and smooth, juicy mouth feel. ",8.25,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,30,28,Parallel 49 Brewing Company,Tricycle Grapefruit Radler,#F79400,"East Vancouver, British Columbia",3.5,11,Seasonal,#F06000,Seasonal Taps,#F06000,A classic German summer thirst-quenching mix of Bavarian lager and fresh grapefruit juice.,8.25,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,55,12,Parallel 49 Brewing Company,What's the Craic?,#893906,"East Vancouver, British Columbia",5.6,40,Red Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"An easy-drinking Irish Red Ale with a nuanced malt profile. A delightful grainy sweetness, toasted bread, and delicate toffee notes from the malts. ",8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,35,12,Rewind Beer Co.,BIG West Coast IPA,#cd7e04,"Port Moody, British Columbia",7.3,65,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"The 90’s called: they want their IPA back. With HUGE notes of dank pine, citrus & candied fruit, followed by an assertively BIG AND BOLD IPA bitterness, as it should be.",8.25,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,51,72,Slackwater Brewing,Idleback Amber Ale,#7a3403,"Penticton , British Columbia",5.5,25,Amber Ale,#903000,"Brown, Amber and Cream Ales",#A84800,This amber ale combines the best ingredients that Europe and North America have to offer. Belgian crystal malts provide notes of dark fruit and raisins and Cascade hops provide a slight bitterness and a hint of fresh pine.,8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,52,10,St. Augustine's,House Hazy IPA,#B5A502,"Vancouver, British Columbia",5.0,15,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,St Augustines Hazy IPA,8.25,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,48,15,St. Augustine's,House Lager,#F0D830,"Vancouver, British Columbia",5.0,18,Lager,#F1D744,Lagers and Pilsners,#F1D744,Bavarian-style craft lager by Parallel 49.,8.25,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,53,66,St. Augustine's,House Pale Ale,#F0C030,"Vancouver, British Columbia",5.0,40,Pale Ale,#CC8F00,Pale Ales and IPAs,#CC8F00,"A true balance of malt and hops that showcase the bready,caramel flavours of malted barley and the citrus, stone-fruit aromas of hops grown in the Pacific Northwest. Refreshingly drinkable and full of flavour.",8.25,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,10,4,Steamworks,Heroica Red Ale,#781800,"Vancouver, British Columbia",5.6,40,Red Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"This robust red ale has beautiful citrus and pine notes that come from generous additions of Centennial, Citra & Simcoe hops. It is smooth & velvety in the mouth with toasted malts providing a medium body with hints of roasted hazelnut, toffee & caramel malt flavours.",8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,43,24,Steamworks,Killer Cucumber Ale,#CC8F00,"Vancouver, British Columbia",4.7,40,Seasonal,#F06000,Seasonal Taps,#F06000,"A light summer ale ""dry hopped"" with organic cucumbers in the fermenter, and again in the conditioning vessel. Bready malt along with citrusy and earthy hops in the background supports the refreshing cucumber nose and palate. Belgian yeast rounds out the profile with a hint of apricot and black pepper.",8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,8,75,Steamworks,Nitro Stout,#000000,"Vancouver, British Columbia",4.5,30,Stout,#001818,Stouts and Porters,#001818,This beer pours a cascading jet black with a signature tan  head. Aromas of coffee and dark chocolate give way to a  perfectly smooth and creamy mouthfeel ,8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,37,26,Steamworks,Raspberry Tangerine Gummy Sour,#AE0322,"Vancouver, British Columbia",4.5,0,Sour Ale,#903018,Lambics and Sours,#FF0000,"Inspired by trips to the 5 cent candy aisle, Gummy Sour is an explosion of flavour. Perfectly sweet with a pleasant acidity, these fruit sours are designed to satisfy our candy cravings.",8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,44,85,Superflux Beer Co.,Colour & Shape,#F79400,"Vancouver, British Columbia",6.8,40,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"This is the kind of IPA we dream about. Unfiltered so nothing of the greatness gets lost. It is soft, with lots of tropical fruit notes and a touch of herbal quality. Incredibly drinkable and super delicious.",8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,32,84,The Parkside Brewery,Dawn Pilsner,#F5DF86,"Port Moody, British Columbia",4.9,40,Pilsner,#FAC937,Lagers and Pilsners,#F1D744,Paying homage to traditional German pilsners with their sublime balance between hop and malt. Old and new hop varieties make this appealing to both traditionalists and more adventurous pilsner lovers. ,8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,40,25,The Parkside Brewery,Dreamboat Hazy IPA,#F0A830,"Port Moody, British Columbia",6.3,35,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"This limited release unfiltered IPA has waves of fresh melon and hand squeezed citrus notes from a happy blend of Cashmere, Lemondrop, Citra, and Azacca hops. A juicy treat that lingers like a hazy dream. ",8.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,60,0,The Parkside Brewery,Motel Pale Ale,#F09000,"Port Moody, British Columbia",5.8,40,Pale Ale,#CC8F00,Pale Ales and IPAs,#CC8F00,This 5-hop Pale Ale is a hop-forward hazy Pale with heaps of tropical & berry notes that provide a crisp & balanced offering. Hints of lemon rind w/ this unique combination of hops provide a lingering citrus.,8.75,False,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,27,80,Tipsy Twig,Purple Rain Blackberry Cider,#5f3292,"Vanvouver, BC",5.4,0,Cider,#F0F0C0,Ciders And Gluten Free,#F0F0C0,"Semi-sweet cider with blackberry. Medium tartness and moderate sweetness. A hint of violet, cinnamon, honey, rose and earthiness.",9.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,29,86,Tipsy Twig,Tipsy Twig Dry Cider,#f9e97a,"Vanvouver, BC",5.4,0,Cider,#F0F0C0,Ciders And Gluten Free,#F0F0C0,Tipsy Twig in house-fermented dry cider. Clean fresh apple aroma and flavour. Hint of honey & cinnamon. Dry and refreshing.,9.75,True,2025-05-24T03:04:40.208891-07:00
2025-05-24T03:04:40.208891-07:00,33,90,Truck 59 Ciderhouse,Five Alive Apple Cider,#F5DF86,"Kelowna, British Columbia",5.5,3,Cider,#F0F0C0,Ciders And Gluten Free,#F0F0C0,"5 FRUITS!!
WE CO-FERMENTED APPLES AND PEARS, THEN ADDED PEACH, MANGO AND PASSION FRUIT. BEAUTIFUL PEAR ON THE NOSE AND JUICE PEACH MANGO ON THE PALLET. ",10.25,True,2025-05-24T03:04:40.208891-07:00
2025-05-23T03:05:54.937422-07:00,58,99,Brew Hall Beer Co.,Kol Story Bro Kolsch,#E8C252,"Vancouver, British Columbia",5.0,24,Kolsch,#F1D744,Lagers and Pilsners,#F1D744,This ale is cool fermented to create a smooth and refreshing beer with a crisp body and clean finish.,8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,57,84,La Cerveceria Astilleros,Salted Lime Lager,#F0C030,"North Vancouver, British Columbia",4.6,10,Lager,#F1D744,Lagers and Pilsners,#F1D744,"A light, latin american cerveza type beer with a modern twist. This is a crisp, clean lager made with Mexican limes and world-renowned salt sourced from El Valle Salado.",8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,26,37,Merridale Ciderworks,Apple Pie Cider,#F5DF86,"Cobble Hill, British Columbia",7.0,0,Cider,#F0F0C0,Ciders And Gluten Free,#F0F0C0,Cider and cinnamon infused cane sugar will remind everyone of country style apple pie. ,10.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,28,21,Parallel 49 Brewing Company,Bohemian Rhapsody,#b45c05,"East Vancouver, British Columbia",4.8,22,Lager,#F1D744,Lagers and Pilsners,#F1D744,"An authentic, refreshing, easy-drinking Czech amber lager. Light spicy and herbal Czech Saaz hop notes is upfront. Rich toasty, bready malt from Czech floor-malted pilsner malt with a slight hint of caramelized sugar. Firm bitterness leads to clean crisp refreshing finish.",8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,14,59,Parallel 49 Brewing Company,Cannonball,#f99836,"East Vancouver, British Columbia",4.6,10,Wheat Ale,#F0D830,Wheat Beers,#F0D830,A vibrant and refreshing wheat ale with tropical fruits character. Flavour of tangerine and mango balanced by grainy wheat. Light-bodied. Light haze. Easy drinking.,8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,17,34,Parallel 49 Brewing Company,Cloud Nine,#a76f06,"East Vancouver, British Columbia",6.9,10,India Pale Lager,#F1D744,Lagers and Pilsners,#F1D744,A strong pale lager that balances between rich flavour and lager drinkability. Robust grainy pilsner malt flavour with light doughy notes. Herbal hop aroma with light citrus and white grape.,8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,19,75,Parallel 49 Brewing Company,Craft Lager,#F09000,"East Vancouver, British Columbia",5.0,5,Lager,#F1D744,Lagers and Pilsners,#F1D744,"A light, clean lager with a hint of malt and subtle hop flavour. An iconic East Van beer. Clean, crisp and refreshing. A pale lager brewed with all malted barley and local Sterling hops grown at Sartori Cedar Ranch in Chilliwack, BC. Fermented cool using a traditional German lager yeast.",8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,21,48,Parallel 49 Brewing Company,Craft Lager Lite,#F09000,"East Vancouver, British Columbia",4.0,0,Lager,#F1D744,Lagers and Pilsners,#F1D744,"A “light” version of P49’s Craft Lager…Clean, light-bodied, very refreshing and thirst-quenching pale lager. Low on both malt and hop flavour but not as flavourless as the ""light"" beers from macro breweries",8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,20,6,Parallel 49 Brewing Company,Craft Pilsner,#FAC937,"East Vancouver, British Columbia",5.0,33,Pilsner,#FAC937,Lagers and Pilsners,#F1D744,"Inspired by the traditional Czech Pilsner style,this beer is crisp and refreshing with a rich and complex bready maltiness complimented by the slightly spicy and floral hop character.",8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,6,40,Parallel 49 Brewing Company,Dad's Day Off,#fcdc9f,"East Vancouver, British Columbia",4.7,13,Cream Ale,#A83000,"Brown, Amber and Cream Ales",#A84800,"A cream ale, a beer that has the refreshing crispness of a lager and the satisfying subtle complexity of an ale. A gentle, soft grainy malt sweetness, a touch of corn, complemented with a delicate floral hop note. Crystal clear with straw colour.",8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,23,100,Parallel 49 Brewing Company,Filthy Dirty West Coast IPA,#F0A830,"East Vancouver, British Columbia",7.2,66,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00," A west coast IPA with a ton of hop flavour and aroma.
 Subtle sweet malt flavour backs up the huge amount of orange,
 grapefruit, pine and floral aromas this beer expels.",8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,56,29,Parallel 49 Brewing Company,Ginja Turtles Sour,#e9b567,"East Vancouver, British Columbia",4.8,7,Sour Ale,#903018,Lambics and Sours,#FF0000,An easy-drinking sour ale. The refreshing aroma of lime and ginger along with the light tingling ginger spiciness. Moderately high clean sourness. Tastes like ginger limeade.,8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,18,30,Parallel 49 Brewing Company,Golden Faucet,#a76f06,"East Vancouver, British Columbia",4.2,30,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"A best bitter (English pale ale) brewed to showcase our favorite English malt, Golden Promise from Thomas Fawcett & Sons. Crackery and grainy, light yet rich flavourful malt from the Golden Promise. Delicate candy-like mouthfeel from invert sugar from UK.  Firm bitterness. A hint of apricot and dark dried fruits from an ale yeast strain from West Yorkshire.",8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,13,73,Parallel 49 Brewing Company,Just Chillin',#d29626,"East Vancouver, British Columbia",4.8,23,Seasonal,#F06000,Seasonal Taps,#F06000,"A characterful yet easy-drinking rustic table saison. Fragrant fruity aroma of apricot, pear, bergamot, and light peppery spice notes from an authentic Belgian yeast. Very high carbonation makes it light and refreshing.",8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,49,50,Parallel 49 Brewing Company,Limitless GF Lager,#ecaa3c,"East Vancouver, British Columbia",5.0,18,Cider,#F0F0C0,Ciders And Gluten Free,#F0F0C0,A gluten-free lager brewed without using gluten-containing ingredients. Delicate herbal and spicy German Perle hop character.,8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,5,96,Parallel 49 Brewing Company,N2 Craft Stout,#000000,"East Vancouver, British Columbia",4.6,28,Stout,#001818,Stouts and Porters,#001818,A dry Caribbean style stout with rich coffee and chocolate notes. Beautiful cascade and smooth velvety mouthfeel from the nitro.,8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,22,15,Parallel 49 Brewing Company,Old Boy Classic Ale,#301800,"East Vancouver, British Columbia",5.0,40,Brown Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"Rich malt flavours of caramel, toffee and light chocolate. This ale is an ode to the pub beers of England. Well balanced flavours of malts and hops make this beer a classic.",8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,46,76,Parallel 49 Brewing Company,Pink Power Sour,#fd6d4d,"East Vancouver, British Columbia",5.1,5,Sour Ale,#903018,Lambics and Sours,#FF0000,"Vibrant and empowering Tropical Hibiscus POG(passionfruit, orange, guava).",8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,24,67,Parallel 49 Brewing Company,Space Kitty,#F09000,"East Vancouver, British Columbia",5.0,40,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"Hoppy, sessionable juicy IPA. Hop aroma of pineappple, mango, peach, pear, and lime from Mosaic, Amarillo and Citra Cryo dryhop. Light crisp grainy malt flavour. Light ceamy mouthfeel from oats and wheat. Quite hazy but not too thick. Great combination of juicy, hoppy, and sessionable.
",8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,15,40,Parallel 49 Brewing Company,Superdelic Time Machine,#eaa118,"East Vancouver, British Columbia",6.4,39,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"This heavily dryhopped hazy IPA showcases a new hop variety from New Zealand, Superdelic. We combined it with a yeast strain that enhances fruity thiol production with mash-hopping. High in passionfruit, mango, lime, gooseberry, sweet candy, and berry aroma. ",8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,9,39,Parallel 49 Brewing Company,The Red Light Sting,#cf4a1f,"East Vancouver, British Columbia",6.0,40,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"A dry, easy-drinking red IPA. Hop characters of lime, pine, kiwi, gooseberry, and spice. Kight grainy malt with a hint of bread, raisin, and roast complexity. Moderate bitterness with dry finish with evergreen aftertaste.
",8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,25,83,Parallel 49 Brewing Company,Trash Panda Northeast Hazy IPA,#F09000,"East Vancouver, British Columbia",5.5,37,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"Trash Panda uses huge amounts of dry hopping, giving this beer complex notes of melon, tropical fruit and pear. Its hop and malt varieties leave a visible haziness and smooth, juicy mouth feel. ",8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,30,35,Parallel 49 Brewing Company,Tricycle Grapefruit Radler,#F79400,"East Vancouver, British Columbia",3.5,11,Seasonal,#F06000,Seasonal Taps,#F06000,A classic German summer thirst-quenching mix of Bavarian lager and fresh grapefruit juice.,8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,55,19,Parallel 49 Brewing Company,What's the Craic?,#893906,"East Vancouver, British Columbia",5.6,40,Red Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"An easy-drinking Irish Red Ale with a nuanced malt profile. A delightful grainy sweetness, toasted bread, and delicate toffee notes from the malts. ",8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,35,18,Rewind Beer Co.,BIG West Coast IPA,#cd7e04,"Port Moody, British Columbia",7.3,65,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"The 90’s called: they want their IPA back. With HUGE notes of dank pine, citrus & candied fruit, followed by an assertively BIG AND BOLD IPA bitterness, as it should be.",8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,51,75,Slackwater Brewing,Idleback Amber Ale,#7a3403,"Penticton , British Columbia",5.5,25,Amber Ale,#903000,"Brown, Amber and Cream Ales",#A84800,This amber ale combines the best ingredients that Europe and North America have to offer. Belgian crystal malts provide notes of dark fruit and raisins and Cascade hops provide a slight bitterness and a hint of fresh pine.,8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,52,43,St. Augustine's,House Hazy IPA,#B5A502,"Vancouver, British Columbia",5.0,15,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,St Augustines Hazy IPA,8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,48,26,St. Augustine's,House Lager,#F0D830,"Vancouver, British Columbia",5.0,18,Lager,#F1D744,Lagers and Pilsners,#F1D744,Bavarian-style craft lager by Parallel 49.,8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,53,86,St. Augustine's,House Pale Ale,#F0C030,"Vancouver, British Columbia",5.0,40,Pale Ale,#CC8F00,Pale Ales and IPAs,#CC8F00,"A true balance of malt and hops that showcase the bready,caramel flavours of malted barley and the citrus, stone-fruit aromas of hops grown in the Pacific Northwest. Refreshingly drinkable and full of flavour.",8.25,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,10,14,Steamworks,Heroica Red Ale,#781800,"Vancouver, British Columbia",5.6,40,Red Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"This robust red ale has beautiful citrus and pine notes that come from generous additions of Centennial, Citra & Simcoe hops. It is smooth & velvety in the mouth with toasted malts providing a medium body with hints of roasted hazelnut, toffee & caramel malt flavours.",8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,43,32,Steamworks,Killer Cucumber Ale,#CC8F00,"Vancouver, British Columbia",4.7,40,Seasonal,#F06000,Seasonal Taps,#F06000,"A light summer ale ""dry hopped"" with organic cucumbers in the fermenter, and again in the conditioning vessel. Bready malt along with citrusy and earthy hops in the background supports the refreshing cucumber nose and palate. Belgian yeast rounds out the profile with a hint of apricot and black pepper.",8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,8,81,Steamworks,Nitro Stout,#000000,"Vancouver, British Columbia",4.5,30,Stout,#001818,Stouts and Porters,#001818,This beer pours a cascading jet black with a signature tan  head. Aromas of coffee and dark chocolate give way to a  perfectly smooth and creamy mouthfeel ,8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,37,36,Steamworks,Raspberry Tangerine Gummy Sour,#AE0322,"Vancouver, British Columbia",4.5,0,Sour Ale,#903018,Lambics and Sours,#FF0000,"Inspired by trips to the 5 cent candy aisle, Gummy Sour is an explosion of flavour. Perfectly sweet with a pleasant acidity, these fruit sours are designed to satisfy our candy cravings.",8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,44,93,Superflux Beer Co.,Colour & Shape,#F79400,"Vancouver, British Columbia",6.8,40,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"This is the kind of IPA we dream about. Unfiltered so nothing of the greatness gets lost. It is soft, with lots of tropical fruit notes and a touch of herbal quality. Incredibly drinkable and super delicious.",8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,40,43,The Parkside Brewery,Dreamboat Hazy IPA,#F0A830,"Port Moody, British Columbia",6.3,35,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"This limited release unfiltered IPA has waves of fresh melon and hand squeezed citrus notes from a happy blend of Cashmere, Lemondrop, Citra, and Azacca hops. A juicy treat that lingers like a hazy dream. ",8.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,60,0,The Parkside Brewery,Motel Pale Ale,#F09000,"Port Moody, British Columbia",5.8,40,Pale Ale,#CC8F00,Pale Ales and IPAs,#CC8F00,This 5-hop Pale Ale is a hop-forward hazy Pale with heaps of tropical & berry notes that provide a crisp & balanced offering. Hints of lemon rind w/ this unique combination of hops provide a lingering citrus.,8.75,False,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,27,90,Tipsy Twig,Purple Rain Blackberry Cider,#5f3292,"Vanvouver, BC",5.4,0,Cider,#F0F0C0,Ciders And Gluten Free,#F0F0C0,"Semi-sweet cider with blackberry. Medium tartness and moderate sweetness. A hint of violet, cinnamon, honey, rose and earthiness.",9.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,29,97,Tipsy Twig,Tipsy Twig Dry Cider,#f9e97a,"Vanvouver, BC",5.4,0,Cider,#F0F0C0,Ciders And Gluten Free,#F0F0C0,Tipsy Twig in house-fermented dry cider. Clean fresh apple aroma and flavour. Hint of honey & cinnamon. Dry and refreshing.,9.75,True,2025-05-23T03:05:54.937422-07:00
2025-05-23T03:05:54.937422-07:00,33,97,Truck 59 Ciderhouse,Five Alive Apple Cider,#F5DF86,"Kelowna, British Columbia",5.5,3,Cider,#F0F0C0,Ciders And Gluten Free,#F0F0C0,"5 FRUITS!!
WE CO-FERMENTED APPLES AND PEARS, THEN ADDED PEACH, MANGO AND PASSION FRUIT. BEAUTIFUL PEAR ON THE NOSE AND JUICE PEACH MANGO ON THE PALLET. ",10.25,True,2025-05-23T03:05:54.937422-07:00
